Arquivo,TÃ­tulo,Categoria,Biblioteca,Tamanho,Caminho
"detail-view-sap-size-s.svg","Detail-View SAP-Size S","generic-icons","generic-icons-03","S","generic-icons-03/detail-view-sap-size-s.svg"
"devices-highlight-size-m.svg","Devices Highlight Size M","generic-icons","generic-icons-03","M","generic-icons-03/devices-highlight-size-m.svg"
"devices-highlight-size-s.svg","Devices Highlight Size S","generic-icons","generic-icons-03","S","generic-icons-03/devices-highlight-size-s.svg"
"devices-non-sap-size-m.svg","Devices Non-SAP Size M","generic-icons","generic-icons-03","M","generic-icons-03/devices-non-sap-size-m.svg"
"devices-non-sap-size-s.svg","Devices Non-SAP Size S","generic-icons","generic-icons-03","S","generic-icons-03/devices-non-sap-size-s.svg"
"devices-sap-size-m.svg","Devices SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/devices-sap-size-m.svg"
"devices-sap-size-s.svg","Devices SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/devices-sap-size-s.svg"
"document-highlight-size-m.svg","Document Highlight Size M","generic-icons","generic-icons-04","M","generic-icons-04/document-highlight-size-m.svg"
"document-highlight-size-s.svg","Document Highlight Size S","generic-icons","generic-icons-04","S","generic-icons-04/document-highlight-size-s.svg"
"document-non-sap-size-m.svg","Document Non-SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/document-non-sap-size-m.svg"
"document-non-sap-size-s.svg","Document Non-SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/document-non-sap-size-s.svg"
"document-sap-size-m.svg","Document SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/document-sap-size-m.svg"
"document-sap-size-s.svg","Document SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/document-sap-size-s.svg"
"documents-highlight-size-m.svg","Documents Highlight Size M","generic-icons","generic-icons-04","M","generic-icons-04/documents-highlight-size-m.svg"
"documents-highlight-size-s.svg","Documents Highlight Size S","generic-icons","generic-icons-04","S","generic-icons-04/documents-highlight-size-s.svg"
"documents-non-sap-size-m.svg","Documents Non-SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/documents-non-sap-size-m.svg"
"documents-non-sap-size-s.svg","Documents Non-SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/documents-non-sap-size-s.svg"
"documents-sap-size-m.svg","Documents SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/documents-sap-size-m.svg"
"documents-sap-size-s.svg","Documents SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/documents-sap-size-s.svg"
"event-highlight-size-m.svg","Event Highlight Size M","generic-icons","generic-icons-04","M","generic-icons-04/event-highlight-size-m.svg"
"event-highlight-size-s.svg","Event Highlight Size S","generic-icons","generic-icons-04","S","generic-icons-04/event-highlight-size-s.svg"
"event-non-sap-size-s.svg","Event Non-SAP Size S","generic-icons","generic-icons-04","M","generic-icons-04/event-non-sap-size-s.svg"
"event-sap-size-s.svg","Event SAP Size S","generic-icons","generic-icons-04","M","generic-icons-04/event-sap-size-s.svg"
"factory-highlight-size-m.svg","Factory Highlight Size M","generic-icons","generic-icons-04","M","generic-icons-04/factory-highlight-size-m.svg"
"factory-highlight-size-s.svg","Factory Highlight Size S","generic-icons","generic-icons-04","S","generic-icons-04/factory-highlight-size-s.svg"
"factory-non-sap-size-m.svg","Factory Non-SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/factory-non-sap-size-m.svg"
"factory-non-sap-size-s.svg","Factory Non-SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/factory-non-sap-size-s.svg"
"factory-sap-size-m.svg","Factory SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/factory-sap-size-m.svg"
"factory-sap-size-s.svg","Factory SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/factory-sap-size-s.svg"
"feature-highlight-size-m.svg","Feature Highlight Size M","generic-icons","generic-icons-04","M","generic-icons-04/feature-highlight-size-m.svg"
"feature-highlight-size-s.svg","Feature Highlight Size S","generic-icons","generic-icons-04","S","generic-icons-04/feature-highlight-size-s.svg"
"feature-non-sap-size-m.svg","Feature Non-SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/feature-non-sap-size-m.svg"
"feature-non-sap-size-s.svg","Feature Non-SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/feature-non-sap-size-s.svg"
"feature-sap-size-m.svg","Feature SAP Size M","generic-icons","generic-icons-04","M","generic-icons-04/feature-sap-size-m.svg"
"feature-sap-size-s.svg","Feature SAP Size S","generic-icons","generic-icons-04","S","generic-icons-04/feature-sap-size-s.svg"
"indent-highlight-size-m.svg","Indent Highlight-Size M","generic-icons","generic-icons-05","M","generic-icons-05/indent-highlight-size-m.svg"
"indent-highlight-size-s.svg","Indent Highlight-Size S","generic-icons","generic-icons-05","S","generic-icons-05/indent-highlight-size-s.svg"
"indent-non-sap-size-m.svg","Indent Non-SAP-Size M","generic-icons","generic-icons-05","M","generic-icons-05/indent-non-sap-size-m.svg"
"indent-non-sap-size-s.svg","Indent Non-SAP-Size S","generic-icons","generic-icons-05","S","generic-icons-05/indent-non-sap-size-s.svg"
"indent-sap-size-m.svg","Indent SAP-Size M","generic-icons","generic-icons-05","M","generic-icons-05/indent-sap-size-m.svg"
"indent-sap-size-s.svg","Indent SAP-Size S","generic-icons","generic-icons-05","S","generic-icons-05/indent-sap-size-s.svg"
"info-highlight-size-m.svg","Info Highlight Size M","generic-icons","generic-icons-05","M","generic-icons-05/info-highlight-size-m.svg"
"info-highlight-size-s.svg","Info Highlight Size S","generic-icons","generic-icons-05","S","generic-icons-05/info-highlight-size-s.svg"
"info-non-sap-size-m.svg","Info Non-SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/info-non-sap-size-m.svg"
"info-non-sap-size-s.svg","Info Non-SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/info-non-sap-size-s.svg"
"info-sap-size-m.svg","Info SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/info-sap-size-m.svg"
"info-sap-size-s.svg","Info SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/info-sap-size-s.svg"
"inspect-highlight-size-m.svg","Inspect Highlight-Size M","generic-icons","generic-icons-05","M","generic-icons-05/inspect-highlight-size-m.svg"
"inspect-highlight-size-s.svg","Inspect Highlight-Size S","generic-icons","generic-icons-05","S","generic-icons-05/inspect-highlight-size-s.svg"
"inspect-non-sap-size-m.svg","Inspect Non-SAP-Size M","generic-icons","generic-icons-05","M","generic-icons-05/inspect-non-sap-size-m.svg"
"inspect-non-sap-size-s.svg","Inspect Non-SAP-Size S","generic-icons","generic-icons-05","S","generic-icons-05/inspect-non-sap-size-s.svg"
"inspect-sap-size-m.svg","Inspect SAP-Size M","generic-icons","generic-icons-05","M","generic-icons-05/inspect-sap-size-m.svg"
"inspect-sap-size-s.svg","Inspect SAP-Size S","generic-icons","generic-icons-05","S","generic-icons-05/inspect-sap-size-s.svg"
"key-highlight-size-m.svg","Key Highlight Size M","generic-icons","generic-icons-05","M","generic-icons-05/key-highlight-size-m.svg"
"key-highlight-size-s.svg","Key Highlight Size S","generic-icons","generic-icons-05","S","generic-icons-05/key-highlight-size-s.svg"
"key-non-sap-size-m.svg","Key Non-SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/key-non-sap-size-m.svg"
"key-non-sap-size-s.svg","Key Non-SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/key-non-sap-size-s.svg"
"key-sap-size-m.svg","Key SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/key-sap-size-m.svg"
"key-sap-size-s.svg","Key SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/key-sap-size-s.svg"
"link-highlight-size-m.svg","Link Highlight Size M","generic-icons","generic-icons-05","M","generic-icons-05/link-highlight-size-m.svg"
"link-highlight-size-s.svg","Link Highlight Size S","generic-icons","generic-icons-05","S","generic-icons-05/link-highlight-size-s.svg"
"link-non-sap-size-m.svg","Link Non-SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/link-non-sap-size-m.svg"
"link-non-sap-size-s.svg","Link Non-SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/link-non-sap-size-s.svg"
"link-sap-size-m.svg","Link SAP Size M","generic-icons","generic-icons-05","M","generic-icons-05/link-sap-size-m.svg"
"link-sap-size-s.svg","Link SAP Size S","generic-icons","generic-icons-05","S","generic-icons-05/link-sap-size-s.svg"
"locked-highlight-size-m.svg","Locked Highlight Size M","generic-icons","generic-icons-06","M","generic-icons-06/locked-highlight-size-m.svg"
"locked-highlight-size-s.svg","Locked Highlight Size S","generic-icons","generic-icons-06","S","generic-icons-06/locked-highlight-size-s.svg"
"locked-non-sap-size-m.svg","Locked Non-SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/locked-non-sap-size-m.svg"
"locked-non-sap-size-s.svg","Locked Non-SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/locked-non-sap-size-s.svg"
"locked-sap-size-m.svg","Locked SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/locked-sap-size-m.svg"
"locked-sap-size-s.svg","Locked SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/locked-sap-size-s.svg"
"machine-highlight-size-m.svg","Machine Highlight Size M","generic-icons","generic-icons-06","M","generic-icons-06/machine-highlight-size-m.svg"
"machine-highlight-size-s.svg","Machine Highlight Size S","generic-icons","generic-icons-06","S","generic-icons-06/machine-highlight-size-s.svg"
"machine-non-sap-size-m.svg","Machine Non-SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/machine-non-sap-size-m.svg"
"machine-non-sap-size-s.svg","Machine Non-SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/machine-non-sap-size-s.svg"
"machine-sap-size-m.svg","Machine SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/machine-sap-size-m.svg"
"machine-sap-size-s.svg","Machine SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/machine-sap-size-s.svg"
"message-highlight-size-m.svg","Message Highlight Size M","generic-icons","generic-icons-06","M","generic-icons-06/message-highlight-size-m.svg"
"message-highlight-size-s.svg","Message Highlight Size S","generic-icons","generic-icons-06","S","generic-icons-06/message-highlight-size-s.svg"
"message-non-sap-size-m.svg","Message Non-SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/message-non-sap-size-m.svg"
"message-non-sap-size-s.svg","Message Non-SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/message-non-sap-size-s.svg"
"message-sap-size-m.svg","Message SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/message-sap-size-m.svg"
"message-sap-size-s.svg","Message SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/message-sap-size-s.svg"
"mobile-highlight-size-m.svg","Mobile Highlight Size M","generic-icons","generic-icons-06","M","generic-icons-06/mobile-highlight-size-m.svg"
"mobile-highlight-size-s.svg","Mobile Highlight Size S","generic-icons","generic-icons-06","S","generic-icons-06/mobile-highlight-size-s.svg"
"mobile-non-sap-size-m.svg","Mobile Non-SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/mobile-non-sap-size-m.svg"
"mobile-non-sap-size-s.svg","Mobile Non-SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/mobile-non-sap-size-s.svg"
"mobile-sap-size-m.svg","Mobile SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/mobile-sap-size-m.svg"
"mobile-sap-size-s.svg","Mobile SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/mobile-sap-size-s.svg"
"on-premise-highlight-size-m.svg","On-Premise Highlight Size M","generic-icons","generic-icons-06","M","generic-icons-06/on-premise-highlight-size-m.svg"
"on-premise-highlight-size-s.svg","On-Premise Highlight Size S","generic-icons","generic-icons-06","S","generic-icons-06/on-premise-highlight-size-s.svg"
"on-premise-non-sap-size-m.svg","On-Premise Non-SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/on-premise-non-sap-size-m.svg"
"on-premise-non-sap-size-s.svg","On-Premise Non-SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/on-premise-non-sap-size-s.svg"
"on-premise-sap-size-m.svg","On-Premise SAP Size M","generic-icons","generic-icons-06","M","generic-icons-06/on-premise-sap-size-m.svg"
"on-premise-sap-size-s.svg","On-Premise SAP Size S","generic-icons","generic-icons-06","S","generic-icons-06/on-premise-sap-size-s.svg"
"palette-highlight-size-m.svg","Palette Highlight-Size M","generic-icons","generic-icons-07","M","generic-icons-07/palette-highlight-size-m.svg"
"palette-highlight-size-s.svg","Palette Highlight-Size S","generic-icons","generic-icons-07","S","generic-icons-07/palette-highlight-size-s.svg"
"palette-non-sap-size-m.svg","Palette Non-SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/palette-non-sap-size-m.svg"
"palette-non-sap-size-s.svg","Palette Non-SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/palette-non-sap-size-s.svg"
"palette-sap-size-m.svg","Palette SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/palette-sap-size-m.svg"
"palette-sap-size-s.svg","Palette SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/palette-sap-size-s.svg"
"paper-plane-highlight-size-m.svg","Paper-Plane Highlight-Size M","generic-icons","generic-icons-07","M","generic-icons-07/paper-plane-highlight-size-m.svg"
"paper-plane-highlight-size-s.svg","Paper-Plane Highlight-Size S","generic-icons","generic-icons-07","S","generic-icons-07/paper-plane-highlight-size-s.svg"
"paper-plane-non-sap-size-m.svg","Paper-Plane Non-SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/paper-plane-non-sap-size-m.svg"
"paper-plane-non-sap-size-s.svg","Paper-Plane Non-SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/paper-plane-non-sap-size-s.svg"
"paper-plane-sap-size-m.svg","Paper-Plane SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/paper-plane-sap-size-m.svg"
"paper-plane-sap-size-s.svg","Paper-Plane SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/paper-plane-sap-size-s.svg"
"permission-highlight-size-m.svg","Permission Highlight-Size M","generic-icons","generic-icons-07","M","generic-icons-07/permission-highlight-size-m.svg"
"permission-highlight-size-s.svg","Permission Highlight-Size S","generic-icons","generic-icons-07","S","generic-icons-07/permission-highlight-size-s.svg"
"permission-non-sap-size-m.svg","Permission Non-SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/permission-non-sap-size-m.svg"
"permission-non-sap-size-s.svg","Permission Non-SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/permission-non-sap-size-s.svg"
"permission-sap-size-m.svg","Permission SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/permission-sap-size-m.svg"
"permission-sap-size-s.svg","Permission SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/permission-sap-size-s.svg"
"restart-highlight-size-m.svg","Restart Highlight-Size M","generic-icons","generic-icons-07","M","generic-icons-07/restart-highlight-size-m.svg"
"restart-highlight-size-s.svg","Restart Highlight-Size S","generic-icons","generic-icons-07","S","generic-icons-07/restart-highlight-size-s.svg"
"restart-non-sap-size-m.svg","Restart Non-SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/restart-non-sap-size-m.svg"
"restart-non-sap-size-s.svg","Restart Non-SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/restart-non-sap-size-s.svg"
"restart-sap-size-m.svg","Restart SAP-Size M","generic-icons","generic-icons-07","M","generic-icons-07/restart-sap-size-m.svg"
"restart-sap-size-s.svg","Restart SAP-Size S","generic-icons","generic-icons-07","S","generic-icons-07/restart-sap-size-s.svg"
"settings-highlight-size-m.svg","Settings Highlight Size M","generic-icons","generic-icons-07","M","generic-icons-07/settings-highlight-size-m.svg"
"settings-highlight-size-s.svg","Settings Highlight Size S","generic-icons","generic-icons-07","S","generic-icons-07/settings-highlight-size-s.svg"
"settings-non-sap-size-m.svg","Settings Non-SAP Size M","generic-icons","generic-icons-07","M","generic-icons-07/settings-non-sap-size-m.svg"
"settings-non-sap-size-s.svg","Settings Non-SAP Size S","generic-icons","generic-icons-07","S","generic-icons-07/settings-non-sap-size-s.svg"
"settings-sap-size-m.svg","Settings SAP Size M","generic-icons","generic-icons-07","M","generic-icons-07/settings-sap-size-m.svg"
"settings-sap-size-s.svg","Settings SAP Size S","generic-icons","generic-icons-07","S","generic-icons-07/settings-sap-size-s.svg"
"success-highlight-size-m.svg","Success Highlight Size M","generic-icons","generic-icons-08","M","generic-icons-08/success-highlight-size-m.svg"
"success-highlight-size-s.svg","Success Highlight Size S","generic-icons","generic-icons-08","S","generic-icons-08/success-highlight-size-s.svg"
"success-non-sap-size-m.svg","Success Non-SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/success-non-sap-size-m.svg"
"success-non-sap-size-s.svg","Success Non-SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/success-non-sap-size-s.svg"
"success-sap-size-m.svg","Success SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/success-sap-size-m.svg"
"success-sap-size-s.svg","Success SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/success-sap-size-s.svg"
"synchronize-highlight-size-m.svg","Synchronize Highlight-Size M","generic-icons","generic-icons-08","M","generic-icons-08/synchronize-highlight-size-m.svg"
"synchronize-highlight-size-s.svg","Synchronize Highlight-Size S","generic-icons","generic-icons-08","S","generic-icons-08/synchronize-highlight-size-s.svg"
"synchronize-non-sap-size-m.svg","Synchronize Non-SAP-Size M","generic-icons","generic-icons-08","M","generic-icons-08/synchronize-non-sap-size-m.svg"
"synchronize-non-sap-size-s.svg","Synchronize Non-SAP-Size S","generic-icons","generic-icons-08","S","generic-icons-08/synchronize-non-sap-size-s.svg"
"synchronize-sap-size-m.svg","Synchronize SAP-Size M","generic-icons","generic-icons-08","M","generic-icons-08/synchronize-sap-size-m.svg"
"synchronize-sap-size-s.svg","Synchronize SAP-Size S","generic-icons","generic-icons-08","S","generic-icons-08/synchronize-sap-size-s.svg"
"third-party-highlight-size-m.svg","Third Party Highlight Size M","generic-icons","generic-icons-08","M","generic-icons-08/third-party-highlight-size-m.svg"
"third-party-highlight-size-s.svg","Third Party Highlight Size S","generic-icons","generic-icons-08","S","generic-icons-08/third-party-highlight-size-s.svg"
"third-party-non-sap-size-m.svg","Third Party Non-SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/third-party-non-sap-size-m.svg"
"third-party-non-sap-size-s.svg","Third Party Non-SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/third-party-non-sap-size-s.svg"
"third-party-sap-size-m.svg","Third Party SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/third-party-sap-size-m.svg"
"third-party-sap-size-s.svg","Third Party SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/third-party-sap-size-s.svg"
"tree-highlight-size-m.svg","Tree Highlight-Size M","generic-icons","generic-icons-08","M","generic-icons-08/tree-highlight-size-m.svg"
"tree-highlight-size-s.svg","Tree Highlight-Size S","generic-icons","generic-icons-08","S","generic-icons-08/tree-highlight-size-s.svg"
"tree-non-sap-size-m.svg","Tree Non-SAP-Size M","generic-icons","generic-icons-08","M","generic-icons-08/tree-non-sap-size-m.svg"
"tree-non-sap-size-s.svg","Tree Non-SAP-Size S","generic-icons","generic-icons-08","S","generic-icons-08/tree-non-sap-size-s.svg"
"tree-sap-size-m.svg","Tree SAP-Size M","generic-icons","generic-icons-08","M","generic-icons-08/tree-sap-size-m.svg"
"tree-sap-size-s.svg","Tree SAP-Size S","generic-icons","generic-icons-08","S","generic-icons-08/tree-sap-size-s.svg"
"user-highlight-size-m.svg","User Highlight Size M","generic-icons","generic-icons-08","M","generic-icons-08/user-highlight-size-m.svg"
"user-highlight-size-s.svg","User Highlight Size S","generic-icons","generic-icons-08","S","generic-icons-08/user-highlight-size-s.svg"
"user-non-sap-size-m.svg","User Non-SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/user-non-sap-size-m.svg"
"user-non-sap-size-s.svg","User Non-SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/user-non-sap-size-s.svg"
"user-sap-size-m.svg","User SAP Size M","generic-icons","generic-icons-08","M","generic-icons-08/user-sap-size-m.svg"
"user-sap-size-s.svg","User SAP Size S","generic-icons","generic-icons-08","S","generic-icons-08/user-sap-size-s.svg"
"web-highlight-size-m.svg","Web Highlight Size M","generic-icons","generic-icons-09","M","generic-icons-09/web-highlight-size-m.svg"
"web-highlight-size-s.svg","Web Highlight Size S","generic-icons","generic-icons-09","S","generic-icons-09/web-highlight-size-s.svg"
"web-non-sap-size-m.svg","Web Non-SAP Size M","generic-icons","generic-icons-09","M","generic-icons-09/web-non-sap-size-m.svg"
"web-non-sap-size-s.svg","Web Non-SAP Size S","generic-icons","generic-icons-09","S","generic-icons-09/web-non-sap-size-s.svg"
"web-sap-size-m.svg","Web SAP Size M","generic-icons","generic-icons-09","M","generic-icons-09/web-sap-size-m.svg"
"web-sap-size-s.svg","Web SAP Size S","generic-icons","generic-icons-09","S","generic-icons-09/web-sap-size-s.svg"
"31037-event-meshsd.svg","31037-event-meshsd","integration-suite","integration-suite","M","integration-suite/31037-event-meshsd.svg"
"32032-advanced-event-meshsd.svg","32032-advanced-event-meshsd","integration-suite","integration-suite","M","integration-suite/32032-advanced-event-meshsd.svg"
"32086-sap-integration-suitesd.svg","32086-sap-integration-suitesd","integration-suite","integration-suite","M","integration-suite/32086-sap-integration-suitesd.svg"
"32087-graphsd.svg","32087-graphsd","integration-suite","integration-suite","M","integration-suite/32087-graphsd.svg"
"32133-api-managementsd.svg","32133-api-managementsd","integration-suite","integration-suite","M","integration-suite/32133-api-managementsd.svg"
"32134-cloud-integrationsd.svg","32134-cloud-integrationsd","integration-suite","integration-suite","M","integration-suite/32134-cloud-integrationsd.svg"
"32135-data-space-integrationsd.svg","32135-data-space-integrationsd","integration-suite","integration-suite","M","integration-suite/32135-data-space-integrationsd.svg"
"32136-edge-integration-cellsd.svg","32136-edge-integration-cellsd","integration-suite","integration-suite","M","integration-suite/32136-edge-integration-cellsd.svg"
"32138-integration-advisorsd.svg","32138-integration-advisorsd","integration-suite","integration-suite","M","integration-suite/32138-integration-advisorsd.svg"
"32139-integration-assessmentsd.svg","32139-integration-assessmentsd","integration-suite","integration-suite","M","integration-suite/32139-integration-assessmentsd.svg"
"32140-migration-assessmentsd.svg","32140-migration-assessmentsd","integration-suite","integration-suite","M","integration-suite/32140-migration-assessmentsd.svg"
"32141-open-connectorssd.svg","32141-open-connectorssd","integration-suite","integration-suite","M","integration-suite/32141-open-connectorssd.svg"
"32142-trading-partner-managementsd.svg","32142-trading-partner-managementsd","integration-suite","integration-suite","M","integration-suite/32142-trading-partner-managementsd.svg"
"32153-sap-business-accelerator--hubsd.svg","32153-sap-business-accelerator- hubsd","integration-suite","integration-suite","M","integration-suite/32153-sap-business-accelerator--hubsd.svg"
"32154-sap-api-hub-enterprise.svg","32154-sap-api-hub-enterprise","integration-suite","integration-suite","M","integration-suite/32154-sap-api-hub-enterprise.svg"
"48048-advanced-event-meshsd.svg","48048-advanced-event-meshsd","integration-suite","integration-suite","L","integration-suite/48048-advanced-event-meshsd.svg"
"48086-sap-integration-suitesd.svg","48086-sap-integration-suitesd","integration-suite","integration-suite","L","integration-suite/48086-sap-integration-suitesd.svg"
"48087-graphsd.svg","48087-graphsd","integration-suite","integration-suite","L","integration-suite/48087-graphsd.svg"
"48133-api-managementsd.svg","48133-api-managementsd","integration-suite","integration-suite","L","integration-suite/48133-api-managementsd.svg"
"48134-cloud-integrationsd.svg","48134-cloud-integrationsd","integration-suite","integration-suite","L","integration-suite/48134-cloud-integrationsd.svg"
"48135-data-space-integrationsd.svg","48135-data-space-integrationsd","integration-suite","integration-suite","L","integration-suite/48135-data-space-integrationsd.svg"
"48136-edge-integration-cellsd.svg","48136-edge-integration-cellsd","integration-suite","integration-suite","L","integration-suite/48136-edge-integration-cellsd.svg"
"48138-integration-advisorsd.svg","48138-integration-advisorsd","integration-suite","integration-suite","L","integration-suite/48138-integration-advisorsd.svg"
"48139-integration-assessmentsd.svg","48139-integration-assessmentsd","integration-suite","integration-suite","L","integration-suite/48139-integration-assessmentsd.svg"
"48140-migration-assessmentsd.svg","48140-migration-assessmentsd","integration-suite","integration-suite","L","integration-suite/48140-migration-assessmentsd.svg"
"48141-open-connectorssd.svg","48141-open-connectorssd","integration-suite","integration-suite","L","integration-suite/48141-open-connectorssd.svg"
"48142-trading-partner-managementsd.svg","48142-trading-partner-managementsd","integration-suite","integration-suite","L","integration-suite/48142-trading-partner-managementsd.svg"
"48153-sap-business-accelerator--hubsd.svg","48153-sap-business-accelerator- hubsd","integration-suite","integration-suite","L","integration-suite/48153-sap-business-accelerator--hubsd.svg"
"48154-sap-api-hub-enterprise.svg","48154-sap-api-hub-enterprise","integration-suite","integration-suite","L","integration-suite/48154-sap-api-hub-enterprise.svg"
"sap.svg","SAP","sap-brands","sap-brands","default","sap-brands/sap.svg"
"sap-ariba.svg","SAP Ariba","sap-brands","sap-brands","default","sap-brands/sap-ariba.svg"
"sap-business-network.svg","SAP Business Network","sap-brands","sap-brands","default","sap-brands/sap-business-network.svg"
"sap-concur.svg","SAP Concur","sap-brands","sap-brands","default","sap-brands/sap-concur.svg"
"sap-customer-experience.svg","SAP Customer Experience","sap-brands","sap-brands","default","sap-brands/sap-customer-experience.svg"
"sap-leanix.svg","SAP LeanIX","sap-brands","sap-brands","default","sap-brands/sap-leanix.svg"
"sap-s4hana.svg","SAP S4HANA","sap-brands","sap-brands","default","sap-brands/sap-s4hana.svg"
"sap-s4hana-cloud.svg","SAP S4HANA Cloud","sap-brands","sap-brands","default","sap-brands/sap-s4hana-cloud.svg"
"sap-signavio.svg","SAP Signavio","sap-brands","sap-brands","default","sap-brands/sap-signavio.svg"
"sap-successfactors.svg","SAP SuccessFactors","sap-brands","sap-brands","default","sap-brands/sap-successfactors.svg"